----------------Prefab----------------------
undles\UI\UIHelp.prefab   Help:\n1. Mouse Right Move\n2. R Reload Dll\n3. T Transfer Map
undles\UI\Main\Turtle\UITurtle.prefab   3.预测成功将通过发送50万金币的奖励哦。
undles\UI\Main\Turtle\UITurtle.prefab   竞猜获胜奖励
undles\UI\Main\Turtle\UITurtle.prefab   提示:每次支持小龟消耗5万金币,同账号下只有1个角色可以参加此活动
undles\UI\Main\Turtle\UITurtle.prefab   小龟1号
undles\UI\Main\Turtle\UITurtle.prefab   获胜次数:0
undles\UI\Main\Turtle\UITurtle.prefab   本次支持数:0
undles\UI\Main\Turtle\UITurtle.prefab   支持1号
undles\UI\Main\Turtle\UITurtle.prefab   小龟2号
undles\UI\Main\Turtle\UITurtle.prefab   支持2号
undles\UI\Main\Turtle\UITurtle.prefab   小龟3号
undles\UI\Main\Turtle\UITurtle.prefab   支持3号
undles\UI\Main\Turtle\UITurtle.prefab   活动开启倒计时 0分0秒
undles\UI\Main\TuZhiMake\UITuZhiMake.prefab   图纸制造
undles\UI\Main\TuZhiMake\UITuZhiMake.prefab   制造道具
undles\UI\Main\Union\UIRankUnionItem.prefab         10
undles\UI\Main\Union\UIRankUnionTaskItem.prefab   击败敌方0人
undles\UI\Main\Union\UIRankUnionTaskItem.prefab   击败敌方10人
undles\UI\Main\Union\UIUnion.prefab   创建家族
undles\UI\Main\Union\UIUnionApplyList.prefab   职位
undles\UI\Main\Union\UIUnionApplyList.prefab   名称
undles\UI\Main\Union\UIUnionApplyList.prefab   名称名称名称名称
undles\UI\Main\Union\UIUnionApplyList.prefab   魔法师
undles\UI\Main\Union\UIUnionApplyList.prefab   职业
undles\UI\Main\Union\UIUnionAttributeUp.prefab   伤害加成
undles\UI\Main\Union\UIUnionAttributeUp.prefab   伤害减免
undles\UI\Main\Union\UIUnionAttributeUp.prefab   0级伤害加成
undles\UI\Main\Union\UIUnionAttributeUp.prefab   家族勋章
undles\UI\Main\Union\UIUnionAttributeUp.prefab   升级
undles\UI\Main\Union\UIUnionAttributeUp.prefab   生命+。。。。
undles\UI\Main\Union\UIUnionAttributeUp.prefab   升级消耗
undles\UI\Main\Union\UIUnionBloodStone.prefab   一级血石
undles\UI\Main\Union\UIUnionBloodStone.prefab   升级血石
undles\UI\Main\Union\UIUnionCreate.prefab   请输入加入宗旨
undles\UI\Main\Union\UIUnionCreate.prefab   请输入家族名字
undles\UI\Main\Union\UIUnionCreate.prefab   创建条件
undles\UI\Main\Union\UIUnionCreate.prefab   家族名称
undles\UI\Main\Union\UIUnionCreate.prefab   等级20级
undles\UI\Main\Union\UIUnionCreate.prefab   钻石
undles\UI\Main\Union\UIUnionDonation.prefab   家族捐献
undles\UI\Main\Union\UIUnionDonation.prefab   捐献记录
undles\UI\Main\Union\UIUnionDonation.prefab   捐献规则
undles\UI\Main\Union\UIUnionDonation.prefab   1.   每次捐献获得随机额度的家族贡献,家族经验和家族资金
undles\UI\Main\Union\UIUnionDonation.prefab   2.   每天捐献次数零点重置
undles\UI\Main\Union\UIUnionDonation.prefab   消耗： 100000金币
undles\UI\Main\Union\UIUnionDonation.prefab   捐献次数： 10次
undles\UI\Main\Union\UIUnionDonation.prefab   消耗： 250钻石
undles\UI\Main\Union\UIUnionJingXuan.prefab   取消申请
undles\UI\Main\Union\UIUnionJingXuan.prefab   确认申请
undles\UI\Main\Union\UIUnionJingXuan.prefab   已申请
undles\UI\Main\Union\UIUnionJingXuan.prefab   竞选名单
undles\UI\Main\Union\UIUnionJingXuan.prefab   竞选须知
undles\UI\Main\Union\UIUnionJingXuan.prefab   因为族长多日没上线会重新竞选。\n竞选规则：\n1.竞选会优先安排职位较高的玩家当选。\n2.相同职位的按照战力进行优先级选择。
undles\UI\Main\Union\UIUnionKeJi.prefab   研究
undles\UI\Main\Union\UIUnionKeJi.prefab   学习
undles\UI\Main\Union\UIUnionKeJiLearn.prefab   金币能力
undles\UI\Main\Union\UIUnionKeJiLearn.prefab   等级：1/5
undles\UI\Main\Union\UIUnionKeJiLearn.prefab   家族科技:额外金币获取+1%
undles\UI\Main\Union\UIUnionKeJiLearn.prefab   科技能力
undles\UI\Main\Union\UIUnionKeJiLearn.prefab   消耗家族资金：999999
undles\UI\Main\Union\UIUnionKeJiResearch.prefab   提示：同时间只能研究一个科技哦
undles\UI\Main\Union\UIUnionKeJiResearch.prefab   500000/999999
undles\UI\Main\Union\UIUnionKeJiResearch.prefab   加速
undles\UI\Main\Union\UIUnionKeJiResearch.prefab   需要家族等级达到5级
undles\UI\Main\Union\UIUnionKeJiResearch.prefab   消耗家族金币：999
undles\UI\Main\Union\UIUnionKeJiResearch.prefab   研究消耗时间：8小时
undles\UI\Main\Union\UIUnionKeJiResearch.prefab   开始研究
undles\UI\Main\Union\UIUnionKeJiResearch.prefab   科技能力:拾取金币额外获得1%
undles\UI\Main\Union\UIUnionKeJiResearch.prefab   升级需求
undles\UI\Main\Union\UIUnionKeJiResearch.prefab   研究进度
undles\UI\Main\Union\UIUnionMy.prefab   在线人数 20
undles\UI\Main\Union\UIUnionMy.prefab   名称名称名称
undles\UI\Main\Union\UIUnionMy.prefab   离开家族
undles\UI\Main\Union\UIUnionMy.prefab   申请族长
undles\UI\Main\Union\UIUnionMy.prefab   09:30
undles\UI\Main\Union\UIUnionMy.prefab   请输入名称
undles\UI\Main\Union\UIUnionMy.prefab   修改宗旨
undles\UI\Main\Union\UIUnionMy.prefab   家族族长
undles\UI\Main\Union\UIUnionMy.prefab   家族成员
undles\UI\Main\Union\UIUnionMy.prefab   家族宗旨
undles\UI\Main\Union\UIUnionMy.prefab   天下第一帮
undles\UI\Main\Union\UIUnionMy.prefab   哈哈哈
undles\UI\Main\Union\UIUnionMy.prefab   50/50
undles\UI\Main\Union\UIUnionMy.prefab   112333333333333333333333333333333333333333333333333
undles\UI\Main\Union\UIUnionMy.prefab   进入家族
undles\UI\Main\Union\UIUnionMy.prefab   家族等级
undles\UI\Main\Union\UIUnionMy.prefab   家族经验
undles\UI\Main\Union\UIUnionMy.prefab   10/20
undles\UI\Main\Union\UIUnionMy.prefab   家族记录
undles\UI\Main\Union\UIUnionMy.prefab   家族资金
undles\UI\Main\Union\UIUnionMy.prefab   1.5万
undles\UI\Main\Union\UIUnionPetXiuLian.prefab   攻击修炼:1级
undles\UI\Main\Union\UIUnionPetXiuLian.prefab   攻击修炼： 1级
undles\UI\Main\Union\UIUnionPetXiuLian.prefab   当前属性
undles\UI\Main\Union\UIUnionPetXiuLian.prefab   攻击 + 35
undles\UI\Main\Union\UIUnionPetXiuLian.prefab   下一等级
undles\UI\Main\Union\UIUnionPetXiuLian.prefab   升级修炼
undles\UI\Main\Union\UIUnionRecords.prefab   玩家通过任务增加了5点家族经验
undles\UI\Main\Union\UIUnionRoleXiuLian.prefab   消耗:1000金币
undles\UI\Main\Union\UIUnionShow.prefab   人数
undles\UI\Main\Union\UIUnionShow.prefab   要求
undles\UI\Main\Union\UIUnionShow.prefab   家族名称族名称
undles\UI\Main\Union\UIUnionShow.prefab   申请加入
undles\UI\Main\Union\UIUnionShow.prefab   族长
undles\UI\Main\Union\UIUnionXiuLian.prefab   修炼
undles\UI\Main\Union\UIUnionXiuLian.prefab   生命石
undles\UI\Main\Watch\UIPetInfo.prefab   皮肤
undles\UI\Main\Watch\UIWatchMenu.prefab   邀请组队
undles\UI\Main\Watch\UIWatchMenu.prefab   加为好友
undles\UI\Main\Watch\UIWatchMenu.prefab   踢出队伍
undles\UI\Main\Watch\UIWatchMenu.prefab   申请入队
undles\UI\Main\Watch\UIWatchMenu.prefab   邀请加入家族
undles\UI\Main\Watch\UIWatchMenu.prefab   踢出家族
undles\UI\Main\Watch\UIWatchMenu.prefab   加入黑名单
undles\UI\Main\Watch\UIWatchMenu.prefab   转移族长
undles\UI\Main\Watch\UIWatchMenu.prefab   任命副族长
undles\UI\Main\Watch\UIWatchMenu.prefab   任命长老
undles\UI\Main\Watch\UIWatchMenu.prefab   撤销
undles\UI\Main\Watch\UIWatchMenu.prefab   挑战\n
undles\UI\Main\Watch\UIWatchMenu.prefab   服务器黑名单
undles\UI\Main\Watch\UIWatchMenu.prefab   举报禁言
undles\UI\Main\Watch\UIWatchPaiMai.prefab   快捷搜索
undles\UI\Main\Welfare\UIWelfare.prefab   抽奖
undles\UI\Main\Welfare\UIWelfare.prefab   投资
undles\UI\Main\Welfare\UIWelfareDraw.prefab   每日抽奖
undles\UI\Main\Welfare\UIWelfareDraw.prefab   提示:每日活跃度达到60点后可以开启抽奖。
undles\UI\Main\Welfare\UIWelfareDraw.prefab   3次必定获得
undles\UI\Main\Welfare\UIWelfareDraw.prefab   5次必定获得
undles\UI\Main\Welfare\UIWelfareDraw.prefab   7次必定获得
undles\UI\Main\Welfare\UIWelfareDraw2.prefab   新手抽奖
undles\UI\Main\Welfare\UIWelfareDraw2.prefab   提示:每充值50可得到一次抽奖机会
undles\UI\Main\Welfare\UIWelfareDraw2.prefab   剩余抽奖次数：
undles\UI\Main\Welfare\UIWelfareInvest.prefab   投资500
undles\UI\Main\Welfare\UIWelfareInvest.prefab   投资金币
undles\UI\Main\Welfare\UIWelfareInvest.prefab   投资总额
undles\UI\Main\Welfare\UIWelfareInvest.prefab   50000
undles\UI\Main\Welfare\UIWelfareInvest.prefab   利润总额
undles\UI\Main\Welfare\UIWelfareInvest.prefab   回报总额
undles\UI\Main\Welfare\UIWelfareInvest.prefab   5000000
undles\UI\Main\Welfare\UIWelfareInvest.prefab   领取剩余时间:99天99小时99分
undles\UI\Main\Welfare\UIWelfareInvest.prefab   领取金币
undles\UI\Main\Welfare\UIWelfareInvest.prefab   提示:奖池金币每天增长25%的利润,第七天可全部领取。
undles\UI\Main\Welfare\UIWelfareTask.prefab   第1天
undles\UI\Main\Welfare\UIWelfareTask.prefab   第2天
undles\UI\Main\Welfare\UIWelfareTask.prefab   第3天
undles\UI\Main\Welfare\UIWelfareTask.prefab   第4天
undles\UI\Main\Welfare\UIWelfareTask.prefab   第5天
undles\UI\Main\Welfare\UIWelfareTask.prefab   第6天
undles\UI\Main\Welfare\UIWelfareTask.prefab   第7天
undles\UI\Main\Welfare\UIWelfareTask.prefab   0/10
undles\UI\Main\Welfare\UIWelfareTask.prefab   进度：
undles\UI\Main\Welfare\UIWelfareTask.prefab   完成度: 5/5
undles\UI\Main\WorldLv\UIWorldLv.prefab   世界等级
undles\UI\Main\WorldLv\UIWorldLv.prefab   兑换经验
undles\UI\Main\WorldLv\UIWorldLv.prefab   低于世界等级:
undles\UI\Main\WorldLv\UIWorldLv.prefab   1.低于世界等级可以获得经验加成。
undles\UI\Main\WorldLv\UIWorldLv.prefab   2.低于世界等级使用经验盒子获得经验加成。
undles\UI\Main\WorldLv\UIWorldLv.prefab   达到等级或世界等级:
undles\UI\Main\WorldLv\UIWorldLv.prefab   1.达到世界等级的将无法使用经验盒子。
undles\UI\Main\WorldLv\UIWorldLv.prefab   2.达到世界等级可以把额外的经验转换成金币。
undles\UI\Main\WorldLv\UIWorldLv.prefab   3.达到世界等级的玩家游戏内怪物的爆率会提升。
undles\UI\Main\WorldLv\UIWorldLv.prefab   提示
undles\UI\Main\WorldLv\UIWorldLv.prefab   提示：每差一级提升2%（最高20%）
undles\UI\Main\WorldLv\UIWorldLv.prefab   提示:达到世界等级的玩家可以将经验兑换成金币
undles\UI\Main\WorldLv\UIWorldLv.prefab   提示: 每天中午12点开启新的世界等级
undles\UI\Main\WorldLv\UIWorldLv.prefab   玩家达到10级后开启此功能
undles\UI\Main\WorldLv\UIWorldLv.prefab   当前的经验百分比:25%
undles\UI\Main\WorldLv\UIWorldLv.prefab   可以获得经验加成20%
undles\UI\Main\WorldLv\UIWorldLv.prefab   当前的等级:25
undles\UI\Main\WorldLv\UIWorldLv.prefab   你当前的等级:25
undles\UI\Main\WorldLv\UIWorldLv.prefab   作者真帅(29级)
undles\UI\Main\WorldLv\UIWorldLv.prefab   世界等级说明
undles\UI\Main\WorldLv\UIWorldLv.prefab   今日兑换次数:0
undles\UI\Main\XiuLian\UIXiuLian.prefab   修炼经验
undles\UI\Main\XiuLian\UIXiuLian.prefab   经验修炼
undles\UI\Main\XiuLian\UIXiuLian.prefab   当前可提取修炼经验：10000
undles\UI\Main\XiuLian\UIXiuLian.prefab   提示: 提升角色等级可增加每日修炼获得经验值
undles\UI\Main\XiuLian\UIXiuLian.prefab   修炼金币
undles\UI\Main\XiuLian\UIXiuLian.prefab   金币修炼
undles\UI\Main\XiuLian\UIXiuLian.prefab   当前可提取修炼金币：10000
undles\UI\Main\XiuLian\UIXiuLian.prefab   提升角色等级可增加每日修炼获得金币
undles\UI\Main\XiuLian\UIXiuLian.prefab   领取次数： 1/2
undles\UI\Main\XiuLian\UIXiuLian.prefab   下次可领取倒计时: 
undles\UI\Main\ZhanQu\UIFirstWin.prefab   首胜名单
undles\UI\Main\ZhanQu\UIFirstWin.prefab   首胜奖励
undles\UI\Main\ZhanQu\UIFirstWin.prefab   个人奖励
undles\UI\Main\ZhanQu\UIFirstWin.prefab   （已刷新）
undles\UI\Main\ZhanQu\UIFirstWin.prefab   领主升级: 1/10
undles\UI\Main\ZhanQu\UIFirstWin.prefab   怪物经验:
undles\UI\Main\ZhanQu\UIFirstWin.prefab   技能介绍1111111111   技能介绍\n技能介绍技能介绍技能介绍\n技能介绍\n技能介绍\n技能介绍\n技能介绍\n技能介绍\n技能介绍
undles\UI\Main\ZhanQu\UIFirstWin.prefab   困难模式
undles\UI\Main\ZhanQu\UIFirstWin.prefab   地狱模式
undles\UI\Main\ZhanQu\UIFirstWin.prefab   怪物掉落
undles\UI\Main\ZhanQu\UIFirstWin.prefab   次级领主
undles\UI\Main\ZhanQu\UIFirstWin.prefab   刷新时间：
undles\UI\Main\ZhanQu\UIFirstWin.prefab   提示:每次击败领主获得1点领主经验,领主升级后掉落会增加，实力会上升，冷却时间会延长
undles\UI\Main\ZhanQu\UIFirstWin.prefab   钢铁护卫-丝里安
undles\UI\Main\ZhanQu\UIFirstWin.prefab   普通奖励
undles\UI\Main\ZhanQu\UIFirstWin.prefab   困难奖励
undles\UI\Main\ZhanQu\UIFirstWin.prefab   地狱奖励
undles\UI\Main\ZhanQu\UIFirstWin.prefab   提示:首胜奖励为全服第一次击败怪物的玩家获得,邮件自动发放。
undles\UI\Main\ZhanQu\UIZhanQu.prefab   实力奖励
undles\UI\Main\ZhanQu\UIZhanQuCombat.prefab   战区实力值奖励（数量有限！先到先得）
undles\UI\Main\ZhanQu\UIZhanQuCombat.prefab   我的战力：1000000
undles\UI\Main\ZhanQu\UIZhanQuCombatItem.prefab   剩余数量
undles\UI\Main\ZhanQu\UIZhanQuCombatItem.prefab   领取人数已满
undles\UI\Main\ZhanQu\UIZhanQuCombatItem.prefab   战力达到10000
undles\UI\Main\ZhanQu\UIZhanQuLevel.prefab   我的等级:99
undles\UI\Main\ZhanQu\UIZhanQuLevelItem.prefab   等级达到30级
undles\UI\PetFuben\UIPetFubenResult.prefab   重新挑战
undles\UI\PetFuben\UIPetFubenResult.prefab   下一关
undles\UI\RunRace\UIRunRace.prefab   1. 活动开启后进入场景将会随机变成1种动物.
undles\UI\RunRace\UIRunRace.prefab   2.每种动物都有属于自己的特殊能力。
undles\UI\RunRace\UIRunRace.prefab   3.活动开启后,控制自身的变身动物奔跑至目标点\n获得最终胜利。
undles\UI\RunRace\UIRunRace.prefab   4.活动过程中每隔一段时间会自动进行变身。
undles\UI\RunRace\UIRunRace.prefab   5.奔跑的过程中触碰星星道具也会获得额外的特殊\n能力。
undles\UI\RunRace\UIRunRaceMain.prefab   变身剩余倒计时 0:0
undles\UI\RunRace\UIRunRaceMain.prefab   提示:长按技能图标可显示技能描述。
undles\UI\Solo\UISolo.prefab   开始匹配
undles\UI\Solo\UISolo.prefab   积分：99
undles\UI\Solo\UISolo.prefab   今日战绩
undles\UI\Solo\UISolo.prefab   1. 每周一三五日22:00-22:20开启
undles\UI\Solo\UISolo.prefab   2.活动开启后可以进行1对1的挑战
undles\UI\Solo\UISolo.prefab   0胜4败
undles\UI\Solo\UISolo.prefab   匹配时间：0分0秒
undles\UI\Solo\UISolo.prefab   竞技规则
undles\UI\Solo\UISolo.prefab   竞技排名
undles\UI\Solo\UISolo.prefab   3.活动结束后,按照排名进行发放奖励。
undles\UI\Solo\UISolo.prefab   4.每天的竞技场第一将激活稀有坐骑:竞技之猩。
undles\UI\Solo\UISolo.prefab   5.每天的竞技场第一将激活稀有坐骑:竞技之猩。
undles\UI\Solo\UISoloResultShow.prefab   1胜11败
undles\UI\Solo\UISoloReward.prefab   挑战结束
undles\UI\Solo\UISoloReward.prefab   你当前成功完成挑战10波,获得奖励如下:
undles\UI\Solo\UISoloReward.prefab   10秒后自动返回主城
undles\UI\TeamDungeon\UITeamDungeon.prefab   创建副本
undles\UI\TeamDungeon\UITeamDungeon.prefab   沼泽副本(协助模式)
undles\UI\TeamDungeon\UITeamDungeon.prefab   进入条件：10级
undles\UI\TeamDungeon\UITeamDungeon.prefab   推荐等级：30-49
undles\UI\TeamDungeon\UITeamDungeon.prefab   协助模式
undles\UI\TeamDungeon\UITeamDungeon.prefab   组队副本开启时间  19:00 - 24:00
undles\UI\TeamDungeon\UITeamDungeon.prefab   副本次数:0/3
undles\UI\TeamDungeon\UITeamDungeon.prefab   协助副本次数:0/3
undles\UI\TeamDungeon\UITeamDungeon.prefab   帮助副本提示：\n1.参与帮助副本，高于副本等级10级将消耗帮助次数，否则将消耗正常的副本次数。\n2.高于副本等级10级的帮助玩家可获得友爱奖章，可以兑换稀有的游戏道具。
undles\UI\TeamDungeon\UITeamDungeon.prefab   提示：2个玩家爆率提升30%，3个玩家爆率提升60%,人机无加成。
undles\UI\TeamDungeon\UITeamDungeon.prefab   人机
undles\UI\TeamDungeon\UITeamDungeon.prefab   等待其他玩家加入
undles\UI\TeamDungeon\UITeamDungeon.prefab   战力:99999
undles\UI\TeamDungeon\UITeamDungeon.prefab   成员
undles\UI\TeamDungeon\UITeamDungeon.prefab   发送喊话
undles\UI\TeamDungeon\UITeamDungeon.prefab   添加机器人
undles\UI\TeamDungeon\UITeamDungeon.prefab   挑战副本:深海副本
undles\UI\TeamDungeon\UITeamDungeon.prefab   等级:20
undles\UI\TeamDungeon\UITeamDungeon.prefab   拥有:
undles\UI\TeamDungeon\UITeamDungeon.prefab   友爱商店
undles\UI\TeamDungeon\UITeamDungeon.prefab   提示:在副本帮助模式下的大号会获得友爱奖章。
undles\UI\TeamDungeon\UITeamDungeon.prefab   副本列表
undles\UI\TeamDungeon\UITeamDungeon.prefab   我的副本
undles\UI\TeamDungeon\UITeamDungeonCreate.prefab   沼泽副本
undles\UI\TeamDungeon\UITeamDungeonCreate.prefab   副本描述
undles\UI\TeamDungeon\UITeamDungeonCreate.prefab   副本描述副本描述副本描述副本描述副本描述副本描述副本描述副本描述副本描述副本描述副本描
